Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	5.3918	0.4965	32.2183	0.3899	1.5568	
Std:	0.0641	0.0054	0.7520	0.0038	0.0216	

==========================================
Detailed results for 20 rounds:
5.4176	0.4980	31.7335	0.3923	1.5908	
5.2620	0.4860	31.4321	0.3849	1.5373	
5.3994	0.4977	33.3855	0.3925	1.5583	
5.3368	0.4918	31.2258	0.3903	1.5941	
5.4797	0.5039	32.0154	0.3994	1.5703	
5.4675	0.5030	33.9539	0.3894	1.5089	
5.4079	0.4999	32.6679	0.3918	1.5467	
5.5178	0.5064	32.7580	0.3977	1.5846	
5.4240	0.4984	32.8547	0.3911	1.5593	
5.3508	0.4935	32.5216	0.3910	1.5627	
5.3223	0.4905	31.4630	0.3878	1.5298	
5.3790	0.4948	32.0444	0.3892	1.5594	
5.3197	0.4913	30.6834	0.3897	1.5313	
5.3907	0.4950	32.4459	0.3901	1.5537	
5.3317	0.4900	32.4728	0.3841	1.5570	
5.3776	0.4949	31.7665	0.3875	1.5427	
5.3718	0.4947	32.5658	0.3857	1.5313	
5.3617	0.4948	31.4735	0.3845	1.5757	
5.5092	0.5059	32.4143	0.3877	1.5748	
5.4082	0.4993	32.4886	0.3921	1.5664	
