Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.7004	0.5287	1.9561	0.2597	0.8610	
Std:	0.0066	0.0027	0.0173	0.0027	0.0067	

==========================================
Detailed results for 20 rounds:
0.6965	0.5267	1.9469	0.2557	0.8606	
0.6922	0.5247	1.9433	0.2579	0.8495	
0.7020	0.5283	1.9501	0.2645	0.8725	
0.6981	0.5265	1.9481	0.2566	0.8507	
0.6931	0.5261	1.9328	0.2610	0.8652	
0.7082	0.5315	1.9705	0.2623	0.8629	
0.6983	0.5286	1.9515	0.2556	0.8576	
0.7028	0.5313	1.9563	0.2609	0.8601	
0.6983	0.5292	1.9518	0.2593	0.8505	
0.6945	0.5275	1.9400	0.2595	0.8663	
0.7047	0.5300	1.9656	0.2590	0.8671	
0.7105	0.5335	1.9937	0.2611	0.8623	
0.6981	0.5286	1.9529	0.2593	0.8613	
0.6946	0.5268	1.9471	0.2607	0.8635	
0.7051	0.5273	1.9595	0.2586	0.8596	
0.7042	0.5299	1.9587	0.2628	0.8576	
0.6922	0.5255	1.9437	0.2547	0.8498	
0.7074	0.5297	1.9676	0.2645	0.8678	
0.6921	0.5255	1.9366	0.2604	0.8625	
0.7159	0.5356	2.0043	0.2589	0.8722	
