Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	6.3478	0.4563	41.5150	0.2940	0.9411	
Std:	0.0852	0.0047	2.0202	0.0022	0.0061	

==========================================
Detailed results for 20 rounds:
6.2909	0.4554	40.7573	0.2954	0.9369	
6.3149	0.4574	40.1715	0.2965	0.9300	
6.3479	0.4529	39.8152	0.2924	0.9385	
6.4099	0.4584	45.1498	0.2935	0.9473	
6.3584	0.4545	40.6731	0.2924	0.9473	
6.2546	0.4483	38.3757	0.2918	0.9380	
6.2727	0.4507	38.5287	0.2935	0.9467	
6.2697	0.4531	42.3863	0.2924	0.9415	
6.4258	0.4618	40.9701	0.2967	0.9528	
6.2509	0.4567	44.0658	0.2948	0.9398	
6.2893	0.4572	41.7189	0.2963	0.9373	
6.4710	0.4625	43.5280	0.2961	0.9371	
6.2238	0.4494	38.4217	0.2945	0.9265	
6.3865	0.4609	42.1510	0.2935	0.9456	
6.4883	0.4619	43.4430	0.2960	0.9444	
6.3779	0.4589	43.0511	0.2959	0.9419	
6.2536	0.4483	38.5131	0.2910	0.9424	
6.4252	0.4633	43.5229	0.2970	0.9477	
6.3249	0.4540	43.1830	0.2895	0.9426	
6.5194	0.4603	41.8732	0.2904	0.9369	
