Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.6954	0.5232	1.9833	0.2688	0.8740	
Std:	0.0182	0.0133	0.0729	0.0026	0.0075	

==========================================
Detailed results for 20 rounds:
0.7010	0.5269	1.9856	0.2704	0.8795	
0.6921	0.5205	1.9818	0.2643	0.8642	
0.6924	0.5229	1.9734	0.2698	0.8727	
0.6849	0.5142	1.9483	0.2699	0.8677	
0.6986	0.5253	1.9965	0.2704	0.8791	
0.6775	0.5104	1.9211	0.2670	0.8622	
0.6863	0.5153	1.9446	0.2689	0.8737	
0.6916	0.5228	1.9718	0.2693	0.8744	
0.6965	0.5258	1.9841	0.2718	0.8800	
0.7583	0.5689	2.2525	0.2667	0.8810	
0.6815	0.5124	1.9308	0.2660	0.8707	
0.6853	0.5161	1.9377	0.2696	0.8678	
0.6879	0.5187	1.9681	0.2700	0.8741	
0.6939	0.5213	1.9801	0.2686	0.8749	
0.6728	0.5075	1.9057	0.2642	0.8724	
0.7013	0.5284	1.9911	0.2694	0.8822	
0.6895	0.5165	1.9592	0.2652	0.8601	
0.7282	0.5471	2.0953	0.2757	0.8931	
0.6991	0.5242	2.0007	0.2692	0.8713	
0.6890	0.5178	1.9376	0.2703	0.8785	
