Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	5.5248	0.5005	50.3076	0.3190	1.0605	
Std:	0.0728	0.0056	2.5016	0.0021	0.0155	

==========================================
Detailed results for 20 rounds:
5.6667	0.5105	56.8922	0.3180	1.0589	
5.5602	0.5043	51.3806	0.3186	1.0435	
5.5929	0.5074	53.5431	0.3187	1.0464	
5.4995	0.4964	48.2662	0.3198	1.0529	
5.5298	0.5034	51.9709	0.3210	1.0932	
5.4669	0.4958	46.5024	0.3156	1.0434	
5.6287	0.5047	50.8704	0.3214	1.0642	
5.3661	0.4897	48.2354	0.3187	1.0433	
5.4882	0.4942	46.8195	0.3172	1.0576	
5.5975	0.5090	48.5806	0.3171	1.0889	
5.4450	0.4942	47.8279	0.3201	1.0783	
5.5569	0.5016	51.9254	0.3155	1.0702	
5.5279	0.4990	48.9742	0.3186	1.0490	
5.6174	0.5071	53.6396	0.3234	1.0795	
5.4314	0.4966	50.1718	0.3230	1.0768	
5.4854	0.4953	48.3283	0.3196	1.0533	
5.4558	0.4954	51.5827	0.3191	1.0521	
5.5661	0.5032	51.1716	0.3191	1.0624	
5.5049	0.4981	49.2897	0.3162	1.0566	
5.5097	0.5033	50.1789	0.3186	1.0397	
