Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	5.3078	0.4893	41.5228	0.3490	1.3090	
Std:	0.0981	0.0089	2.8895	0.0036	0.0164	

==========================================
Detailed results for 20 rounds:
5.3312	0.4907	40.4735	0.3502	1.3288	
5.4186	0.5003	43.2612	0.3553	1.3091	
5.4266	0.5016	45.9165	0.3521	1.2961	
5.2101	0.4812	39.2238	0.3487	1.3332	
5.2292	0.4859	40.8880	0.3518	1.3367	
5.4504	0.5010	48.2990	0.3442	1.3064	
5.2432	0.4826	38.9098	0.3451	1.2906	
5.2711	0.4843	39.5265	0.3498	1.3305	
5.4701	0.5043	48.3423	0.3474	1.3009	
5.3585	0.4940	42.8317	0.3500	1.2907	
5.1702	0.4757	39.1841	0.3407	1.2837	
5.1883	0.4778	39.9356	0.3446	1.3006	
5.2949	0.4869	39.3432	0.3512	1.3107	
5.3594	0.4928	40.1602	0.3505	1.3236	
5.2684	0.4861	39.9834	0.3528	1.3032	
5.4577	0.5035	42.7326	0.3516	1.3212	
5.3735	0.4936	42.7876	0.3537	1.3212	
5.2206	0.4807	39.8949	0.3475	1.2974	
5.1709	0.4791	38.6524	0.3457	1.3150	
5.2431	0.4842	40.1099	0.3469	1.2807	
