Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.7119	0.5412	1.9493	0.3044	0.9363	
Std:	0.0104	0.0082	0.0386	0.0028	0.0080	

==========================================
Detailed results for 20 rounds:
0.6984	0.5299	1.9099	0.3008	0.9239	
0.7190	0.5465	1.9768	0.3058	0.9334	
0.7118	0.5409	1.9509	0.3049	0.9347	
0.6976	0.5320	1.9080	0.2993	0.9239	
0.7027	0.5336	1.9181	0.2976	0.9267	
0.7367	0.5611	2.0481	0.3047	0.9423	
0.7046	0.5380	1.9144	0.3053	0.9375	
0.7162	0.5433	1.9298	0.3069	0.9545	
0.7108	0.5399	1.9426	0.3055	0.9329	
0.7019	0.5343	1.9153	0.3050	0.9386	
0.7134	0.5425	1.9692	0.3013	0.9316	
0.7205	0.5492	1.9702	0.3070	0.9420	
0.7171	0.5453	1.9804	0.3043	0.9379	
0.7085	0.5374	1.9408	0.3044	0.9435	
0.7103	0.5387	1.9675	0.3026	0.9343	
0.6994	0.5320	1.8980	0.3031	0.9300	
0.7337	0.5587	2.0239	0.3079	0.9404	
0.7037	0.5342	1.9075	0.3053	0.9285	
0.7132	0.5404	1.9570	0.3071	0.9379	
0.7181	0.5463	1.9578	0.3088	0.9519	
