Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.6607	0.5160	1.9061	0.2569	0.8506	
Std:	0.0122	0.0094	0.0517	0.0019	0.0041	

==========================================
Detailed results for 20 rounds:
0.6609	0.5158	1.8932	0.2550	0.8499	
0.6502	0.5069	1.8606	0.2531	0.8439	
0.6600	0.5137	1.8916	0.2558	0.8515	
0.6570	0.5113	1.8816	0.2607	0.8504	
0.6540	0.5115	1.8810	0.2577	0.8523	
0.6670	0.5198	1.9318	0.2562	0.8470	
0.6666	0.5199	1.9435	0.2548	0.8458	
0.6531	0.5091	1.8632	0.2562	0.8437	
0.6479	0.5076	1.8541	0.2550	0.8517	
0.6600	0.5127	1.9042	0.2598	0.8528	
0.7046	0.5500	2.0880	0.2584	0.8599	
0.6729	0.5256	1.9555	0.2576	0.8523	
0.6711	0.5243	1.9620	0.2577	0.8490	
0.6555	0.5121	1.8855	0.2590	0.8491	
0.6555	0.5139	1.8893	0.2562	0.8463	
0.6543	0.5107	1.8777	0.2587	0.8529	
0.6652	0.5209	1.9222	0.2584	0.8595	
0.6492	0.5088	1.8583	0.2554	0.8519	
0.6536	0.5129	1.8887	0.2575	0.8517	
0.6562	0.5129	1.8909	0.2557	0.8497	
