Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.7381	0.5262	2.0308	0.2684	0.8776	
Std:	0.0097	0.0065	0.0353	0.0026	0.0083	

==========================================
Detailed results for 20 rounds:
0.7366	0.5244	2.0285	0.2664	0.8623	
0.7263	0.5172	1.9895	0.2654	0.8688	
0.7386	0.5251	2.0214	0.2667	0.8775	
0.7510	0.5353	2.0840	0.2705	0.8908	
0.7379	0.5295	2.0362	0.2690	0.8727	
0.7282	0.5210	1.9988	0.2681	0.8757	
0.7388	0.5261	2.0228	0.2710	0.8831	
0.7425	0.5271	2.0377	0.2669	0.8734	
0.7326	0.5241	2.0165	0.2668	0.8767	
0.7248	0.5192	1.9753	0.2652	0.8734	
0.7219	0.5148	1.9687	0.2669	0.8675	
0.7557	0.5372	2.0778	0.2677	0.8928	
0.7315	0.5224	1.9989	0.2676	0.8766	
0.7514	0.5342	2.0693	0.2760	0.8881	
0.7309	0.5206	2.0121	0.2651	0.8721	
0.7551	0.5388	2.1020	0.2688	0.8836	
0.7478	0.5326	2.0684	0.2715	0.8930	
0.7409	0.5275	2.0487	0.2695	0.8740	
0.7344	0.5227	2.0370	0.2674	0.8716	
0.7346	0.5247	2.0227	0.2708	0.8774	
