Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.6482	0.5063	1.8775	0.2461	0.8260	
Std:	0.0069	0.0049	0.0247	0.0023	0.0057	

==========================================
Detailed results for 20 rounds:
0.6494	0.5064	1.8856	0.2439	0.8229	
0.6468	0.5033	1.8660	0.2471	0.8223	
0.6720	0.5218	1.9612	0.2511	0.8387	
0.6476	0.5059	1.8781	0.2486	0.8253	
0.6455	0.5066	1.8669	0.2464	0.8229	
0.6495	0.5050	1.8753	0.2445	0.8211	
0.6534	0.5101	1.8961	0.2470	0.8348	
0.6501	0.5063	1.8806	0.2489	0.8315	
0.6518	0.5109	1.8939	0.2485	0.8358	
0.6429	0.5007	1.8617	0.2422	0.8188	
0.6457	0.5061	1.8662	0.2471	0.8227	
0.6440	0.5042	1.8708	0.2428	0.8239	
0.6452	0.5048	1.8699	0.2479	0.8226	
0.6377	0.4977	1.8388	0.2432	0.8195	
0.6379	0.4993	1.8384	0.2456	0.8226	
0.6532	0.5091	1.8887	0.2453	0.8261	
0.6440	0.5039	1.8564	0.2469	0.8329	
0.6495	0.5096	1.8866	0.2427	0.8307	
0.6504	0.5084	1.8894	0.2476	0.8230	
0.6482	0.5068	1.8797	0.2454	0.8209	
