Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.7080	0.5430	1.9729	0.3005	0.9455	
Std:	0.0143	0.0112	0.0513	0.0019	0.0091	

==========================================
Detailed results for 20 rounds:
0.7076	0.5429	1.9802	0.2988	0.9501	
0.7174	0.5519	2.0028	0.3008	0.9520	
0.7335	0.5631	2.0580	0.3035	0.9580	
0.6974	0.5352	1.9339	0.3004	0.9435	
0.6980	0.5354	1.9311	0.2988	0.9373	
0.7042	0.5385	1.9554	0.3030	0.9401	
0.7069	0.5430	1.9560	0.3001	0.9511	
0.7073	0.5419	1.9512	0.3033	0.9403	
0.7033	0.5419	1.9522	0.3026	0.9561	
0.7061	0.5421	1.9610	0.3002	0.9428	
0.7053	0.5391	1.9750	0.2997	0.9377	
0.7031	0.5392	1.9666	0.2996	0.9486	
0.6960	0.5333	1.9390	0.2968	0.9299	
0.6966	0.5335	1.9347	0.2993	0.9405	
0.7035	0.5389	1.9569	0.2989	0.9412	
0.7017	0.5375	1.9623	0.2978	0.9377	
0.6981	0.5350	1.9229	0.3007	0.9417	
0.7112	0.5467	2.0013	0.3021	0.9483	
0.7591	0.5819	2.1547	0.3033	0.9718	
0.7038	0.5393	1.9620	0.2997	0.9411	
