Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	6.4660	0.4607	46.9184	0.2967	0.9585	
Std:	0.1056	0.0063	2.0509	0.0023	0.0061	

==========================================
Detailed results for 20 rounds:
6.5083	0.4629	48.0713	0.2976	0.9655	
6.4348	0.4594	46.4761	0.2983	0.9627	
6.3468	0.4512	44.2554	0.2959	0.9530	
6.6046	0.4639	50.8275	0.2981	0.9563	
6.4206	0.4545	47.8764	0.2923	0.9645	
6.4481	0.4614	44.5947	0.2992	0.9634	
6.6066	0.4662	51.0882	0.2961	0.9593	
6.5156	0.4661	45.0346	0.3021	0.9615	
6.4073	0.4600	43.8927	0.2962	0.9589	
6.4451	0.4618	47.3670	0.2973	0.9565	
6.3730	0.4547	46.7890	0.2988	0.9532	
6.6236	0.4755	47.8065	0.2963	0.9670	
6.7379	0.4743	49.7799	0.2973	0.9531	
6.3077	0.4534	47.0374	0.2952	0.9491	
6.3884	0.4582	45.8583	0.2982	0.9477	
6.3763	0.4557	46.0253	0.2936	0.9681	
6.5280	0.4642	47.9381	0.2969	0.9648	
6.4011	0.4543	43.5143	0.2959	0.9559	
6.4211	0.4571	46.9931	0.2920	0.9493	
6.4252	0.4590	47.1433	0.2972	0.9593	
