Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.6367	0.5088	1.8496	0.2577	0.8430	
Std:	0.0078	0.0057	0.0262	0.0028	0.0072	

==========================================
Detailed results for 20 rounds:
0.6329	0.5066	1.8381	0.2562	0.8353	
0.6296	0.5030	1.8269	0.2545	0.8403	
0.6428	0.5116	1.8609	0.2604	0.8526	
0.6508	0.5175	1.9045	0.2560	0.8421	
0.6360	0.5070	1.8302	0.2567	0.8420	
0.6296	0.5062	1.8355	0.2579	0.8439	
0.6400	0.5109	1.8445	0.2613	0.8481	
0.6415	0.5117	1.8730	0.2533	0.8371	
0.6380	0.5119	1.8611	0.2584	0.8447	
0.6463	0.5136	1.8673	0.2641	0.8432	
0.6236	0.5014	1.8225	0.2561	0.8377	
0.6248	0.5007	1.8114	0.2528	0.8332	
0.6332	0.5039	1.8382	0.2577	0.8407	
0.6298	0.5042	1.8255	0.2571	0.8382	
0.6314	0.5056	1.8300	0.2578	0.8390	
0.6332	0.5068	1.8393	0.2594	0.8425	
0.6388	0.5092	1.8621	0.2564	0.8385	
0.6344	0.5038	1.8454	0.2555	0.8407	
0.6456	0.5181	1.8571	0.2622	0.8637	
0.6519	0.5226	1.9183	0.2608	0.8572	
