Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	0.6992	0.5362	1.9647	0.2881	0.9164	
Std:	0.0124	0.0099	0.0493	0.0017	0.0084	

==========================================
Detailed results for 20 rounds:
0.6886	0.5302	1.9409	0.2881	0.9106	
0.7295	0.5613	2.0829	0.2883	0.9308	
0.6942	0.5329	1.9468	0.2856	0.9065	
0.6865	0.5273	1.9204	0.2862	0.9087	
0.6824	0.5238	1.8961	0.2869	0.9072	
0.6989	0.5342	1.9702	0.2871	0.9081	
0.7167	0.5496	2.0167	0.2903	0.9331	
0.6861	0.5255	1.9028	0.2885	0.9174	
0.7032	0.5424	1.9614	0.2891	0.9187	
0.7107	0.5454	2.0116	0.2924	0.9249	
0.7001	0.5345	1.9795	0.2884	0.9130	
0.6960	0.5334	1.9684	0.2861	0.9098	
0.6920	0.5299	1.9442	0.2858	0.9154	
0.6983	0.5347	1.9470	0.2899	0.9168	
0.7097	0.5430	1.9702	0.2883	0.9300	
0.6941	0.5302	1.9589	0.2883	0.9108	
0.6873	0.5267	1.9035	0.2871	0.9130	
0.7222	0.5552	2.0783	0.2909	0.9297	
0.6916	0.5299	1.9440	0.2880	0.9099	
0.6961	0.5333	1.9499	0.2867	0.9133	
