Metric:  MAE	| NMAE	| RMSE	| MRE	| NPRE
Avg:	4.8174	0.4439	32.2580	0.2944	0.9080	
Std:	0.1478	0.0083	2.8817	0.0030	0.0067	

==========================================
Detailed results for 20 rounds:
4.9167	0.4454	36.0210	0.2948	0.9051	
4.6437	0.4318	30.2890	0.2914	0.9001	
4.8067	0.4482	30.1846	0.2955	0.9043	
4.8065	0.4425	34.3585	0.2878	0.9025	
4.7182	0.4381	31.6265	0.2951	0.9001	
4.7303	0.4389	28.5954	0.2921	0.9073	
4.9113	0.4454	31.7380	0.2987	0.9143	
4.8420	0.4424	37.0151	0.2919	0.9078	
4.8855	0.4489	31.8837	0.2970	0.9136	
4.9456	0.4451	31.6286	0.2977	0.9054	
4.9807	0.4581	33.9962	0.3000	0.9218	
4.5219	0.4408	29.1980	0.2929	0.9093	
5.1509	0.4640	38.4937	0.2928	0.9214	
4.8751	0.4427	34.6677	0.2926	0.8978	
4.8825	0.4485	33.7022	0.2943	0.9130	
4.8304	0.4430	30.4556	0.2937	0.9035	
4.5864	0.4297	29.1972	0.2905	0.9141	
4.5787	0.4287	27.1424	0.2959	0.9026	
4.8608	0.4437	31.0621	0.2960	0.9019	
4.8747	0.4518	33.9040	0.2982	0.9132	
